text,label
I need something translated but I would settle for a `` live '' internet sports channel that carries lithuanian or latvian sports .,0
Why on earth are the swedish parents letting their Kids grow up in an ethnic school !,1
That Ca n't be good !!,0
If you search around you can probably find `` hoax of the 20th century '' for free on the net .,1
Living expenses in Stockholm are very high and some poor Swedes and other Whites have no choice but to live in non-white suburbs .,1
The reason for the high living expenses is of course the influx of hundreds of thousands of non-whites to the city .,1
I live in Oslo and race-mixing is a huge problem .,1
But on a humourous note it could also mean `` burnt earth '' ( svidd jord ) .,0
That is how we get happy country .,0
How on earth can they be Swedes when they are the result of race treason ?,1
They are anything but Swedes and to be honest it is good to get rid of them .,1
"We've had a couple of similar cases in Finland , when a nig purposefully tried to give dozens of Finnish women hiv/aids .",1
"Our smart liberals say that we need thousands of `` high-quality '' non-european immigrants per year , but for what ?",0
The downfall has begun ...,0
It was ' National Song and Dance Festival ' in Estonia today and yesterday .,0
21325 white Estonians singing patriotic and just beautiful songs .,0
"If you think that 's funny , you should have seen the black guy that used to run around my home town wearing a kkk emblem.But people like that are usualy not that bright .",1
"I'm glad to hear about my brothers being ready to fight like that , lets just hope in the future these immigrants with no right will get something good enough so they 'll finally leave",1
Hello!,0
"Kiss uncle Samael for me , will you ?",0
I believe it started to become cooler not long after they arrived but the Nordic settlement was in fact expanding ( to the north ) until they encountered the Inuits .,0
Beautiful Sweden poisoned by Arab/Muslim trash .,1
Fathers of Sweden watch out for your daughters ' safety !,0
-ZoÃ«,0
It does n't matter how you dress up a mud .,1
A mud is a mud is a mud that 's all there is to it .,1
"And now Sweden 's down against the nig nogs ... well at least it was very close , and they only lost in overtime ...",1
I would like to know how are the nationalists parties going on in the five countries of this beautiful part of Europe called Scandinavia ?,0
Perhaps you can use this BTW notice that the information is accompaigned by a rather clumpsy muslim exercise in damage control .,0
He far excelled Anatoly Karpov and Garry Kasparov .,0
"Yes Muslims do breed like vermin , i believe that 's part of their intention to breed out other races in order to make themselves the majority .",1
"Elected from the Fredericia district , in the Vejle region , she is the youngest member in the history of the Assembly .",0
So that excludes uneducated third worlders .,1
Compared to the stunningly beautiful white Swedish females she is just a barfy mixed breed dog .,1
Her tainted feet have no place in Sweden .,1
"Put the mudraces in their own countries , build a fence around them and wait a decade or two , and soon they 'll be back to the state we found them in , with their numbers decimated by their diseases and wars .",1
Thank Odin they do n't try to come in the modern day .,1
http://rnebarkashov.ru/foto/ff009.jpg,0
Just ran across this letter from Finland written by a non-racist .,0
Neither an attack on his nose ( which I ca n't distinguish from my own BTW ) .,0
Wolf 278,0
hope one day i will be able to see finland withouth those * * * * ing monkey ass soumalian ... im glad .. because finland has lowest immigrate in europe ..... kick those * * * * ing soumalians ass .....,1
We have already taken too much that we do n't need any of those people on our soil .,1
when I was a little kid I used to be in this school and somehow i spoke to this jew. this dude got a narcissistic laugh out of every blonde joke. his favorite was when the blond went to donate semen by using her mouth as container. sad but it 's blonds fault also to let this happen .,1
"Maybe some of you people should grow up , You don`t pick a man or woman for your mate because of the color of their eyes and hair .",0
Their is much more to that if your hoping for a successful relationship and marriage .,0
I say let him in and let him rant his mouth with all the Mudslums !,1
It sounds like you are at the very beginning of the immigration problem .,0
In England there are whole cities that are almost majority ethnic and hundreds of schools with no white children ...,0
"According to this story , the two Swedes were outnumbered , and the video only showed the final few seconds .",0
This truly goes to show that non whites will follow whites anywhere .,1
"They ca n't survive without us , but they do us nothing but harm .",1
Interesting .,0
"As far as im concerned as soon as the little half breed is born , it should be tied round her neck and both mother and mulattoe should be flung in the nearest river.Lets see if daddy jumps in to save them !",1
I would like to knock a lot of people 's heads together but I only have two hands !!!,0
"Some of the things I noticed were shop tailors dummies that were black , a couple of mud restaurants , and the germ of blacks being `` fashionable '' taking root .",1
"There comes a moment when we must act , regardless of the consequences .",0
However I hope we 'll get off our butts before then .,0
"Well, the entire world is being brain-washed by Judeo-American films , today everyone has a Jew in every corner of your house .",1
"Yes, I have very rarely seen Scandinavian-looking people with brown eyes .",0
The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,1
"The only thing manipulated here are the minds of few foreigners , who reckon they can live amongest superiour , pagan blood .",1
"Denmark : 2.3 ( 2001 ) , 1.1 ( 2002 ) , 0.9 ( 2003 ) , 0.6 ( 2004 ) . ( assuming population of 5.4 million ) Good job Denmark !",1
"One sign that you are living in a small town must be when your local library only has one book about Nordic languages , 50 pages thin and published in 1942 .",0
Read the earlier posts and see that there are still lots of non-whites coming to Denmark .,0
I saw it on friday Thats just about the right impression ( i believe ) one should have about them .,0
That is why I asked for I figured you would be eithre very wee or very not so wee .,0
Shocking This is a similiar incident to that of a Boy in England recently who was killed by Muslims for wearing an England Shirt .,0
To be honest .. i dont think this Muslim killed him because he thought the swedish boy looked like a racist ... it was probably just an excuse .,1
"The Chechen beast was one of those who committed killing in the name of Allah against our Russian brothers , like the theater in Moskva .",1
May they be put away for good .,1
We do n't need such scum .,1
You 're telling me that there 's something we Swedes have done right ?,0
"Indeed, I have n't seen or heard machines raping or robbing people in the streets of Stockholm yet , non-european immigrants however ...",1
I wish to know what actions Swedes are taking exactly against the invading races !,0
Islam is not compatible with our way of life in this green and pleasant isle.Irish people are white and Christian FFS !,1
"how could you have a debate with a nigerian woman ! pity i was listening in , should have been a good laugh listening to that person trying to hold a civilised conversation",1
So even if it was shown n a bad light I would hope it would bring lots more new members as the time has come to show the non white races that we can only take so much before we raise up,1
I would hate to live in Dublin with all the foreigners there now .,1
"My wife 's favorite place in Ireland is in the Kingdom , Cloghane Village , and O' Connor 's pub. I hope that place has n't been invaded .",1
We're letting these creatures flow openly through our air and sea ports and not performing so much as a background test on them .,1
Somene was telling me somewhere that he has put in a claim about having been abused in an orphanage by one of the religious orders .,0
Heard about this a while back .,0
Was hoping it would be to commemorate the plantation as a dark part of our history but it appears to be celebrating it .,0
"well im in town every day and i 've never come accross them. it was probably a group of about five 15 year olds who had been drinking all day and were out on the piss having a laugh. if its an organised group , they do n't sound too smart .",0
Can i suggest some of the locals get up of their behinds and lets these traitors know that this anti-white festival is not welcome in their town 828,1
YouTube - Hail Combat 18 YouTube - Shebeen - Fields Of Athenry ( Garvaghy Road ) !,0
"Im surprised C18 wasnt mentioned , they always are when the OB smash the EVIL neo = nazis Yellow press at its best",1
With the help of God we will be congratulating an Irish WN Party on their election success in the not so distant future .,0
They have been taking advantage of our over-welcoming nature for far to long .,1
"They re more like a virus than human ; they get inside a country and they taint it with their sickness and pretty soon the whole country goes to hell while the government tries to ban video games because knife crime , rapes and mindless violence has skyrocketed .",1
When I was a kid I cut his grass for a few quid ; I found a s * * t load of cans in his shed so I ran off and got p * * * ed : I don t feel so bad about nicking those cans now .,0
WOULD YOU PLEASE STRIVE TO READ MORE CAREFULLY BEFORE YOU JUMP DOWN PEOPLE 'S THROATS ABOUT SOMETHING .,0
No white person should ever be compared to a black and other useless races .,1
i get what your saying and there are thousands of non irish here who will never contribute anything to this land .,1
THe thing i was asking if it is alright if i remain here afterwards ?,0
"unless you are a tourist or here the study for a year or two please just go back Russian , we dont need or want more slavs",1
"These are the latest statistics , Ethnic groups : Irish 87.4 % , other white 7.5 % , Asian 1.3 % , black 1.1 % , mixed 1.1 % , unspecified 1.6 % ( 2006 census ) , so even if that seven percent was all poles , if you add up all the mud races , it would be equivalent .",1
So why are n't you complaining about the other mud races ?,1
What a load of crap.Water are ye people for real Ireland is been taken over by non Irish and this rubbish .,1
and i bet not a single one was a dirty African.they will be well taken care of on welfare payments.just like the old days the Irish starve and have to go abroad to find work only this time parasitical foriegners stay here in nice new homes well fed watching big flat screen tellyspeople of Ireland WAKE UP !,1
Not good news at all but this happens in all European nations and is no doubt pushed by the likes of Jews like Summer Redstone and MTV !!,1
I hate the word racist it makes people being called racist think that they are doing something wrong when they the immigrants coming here are doing something wrong,1
"Please , Ireland , do n't replicate the demographics of London in th Emerald Isle .",0
"They do it because they know it pisses the whites off , by showing disrespect as such for other people shows they have no respect for themselves .",1
"One !!!!! per county , ....... heartbreaking ..... absolutely heartbreaking .",0
Hopefully someone will moderate this thread .,0
Not only did he not sell a car he ended up in court and 500euro lighter in the pocket from his latest meeting with a Negro .,0
It made me sick looking at all the Blacks and Asians .,1
oh dear isnt that terrible well i suppose they will just have to leave then and go somewhere they are more valued,1
"If that Nigerian bitch thinks she will be elected in Tallaght , she is in for a rude awakening .",1
"Lynched perhaps , elected , no.",0
"No I was asking for a link for were it says their banning the celtic cross , but thanks for the link i 'll check it out .",0
it is down to the EU.we have no say anymore on any piece of scum coming into the country as long as they have an EU passport,1
Get off your arse and do it yourself.Hand out a few leaflets in some Irish town and show pictures i done it years ago in Dublin why cant you do it now ?,0
Is that overweight fat useless bitch blind ?,1
What good are these scammers to the country who Broke EU law to come here ?,1
"We have to encourage people to boycott all black businesses , start rumours that blacks working in shops have AIDs which is probably true .",1
Africans in Ireland should be treated like paedophiles .,1
Everyone in Ireland has a duty to make life as difficult for blacks as possible if our children are too have any kind of future .,1
Why dont we just put them in my spot and then drop a few bombs.I am serious they are making fools out of the Irish .,1
They should be forced to wear the hijab to show that they are different from us .,1
There should be no integration of immigrants with Irish culture .,1
"Every action he 's taken reveals that he is completely unacceptable. as a citizen , in White societies All the blacks and browns can do is wreck and destroy - and that is all they have done , and do .",1
It 'll be a welcome change to see a fellow WN from seeing hundreds of lefty bastards going to see RATM .,1
I personally think she sounds like a strangled cat .,0
"Manic street preachers are also red scum and basically every band playing is left-wing/pro-faggot , and many of them are drug using lowlifes .",1
http://www.venetofronteskinheads.org...mmer_2008.html,0
Now it is time to drive out all traitors !,0
I havent been in Mayo in around three years but back then it was one of the last good Irish places left .,0
I do n't see why the gardai do n't just grab them and deport them none of them are entitled to be here,1
immigrants are desperate to stay here. who can blame them ? our government treats them as lords and we as muck. welcome to SFI Pluirin !,1
from reading this i realized there was no date or there is a meeting or something going on outside the ucc in cork at 10 : 30 am on the 10th of march. was walkiing around cork with a few friends and they tried handing out leaflets Â¬ _ Â¬ friends and i were not to happy,0
I hope their is some sort off protest about this,0
Cowardly scum from the Irish countryside bigging up in army jackets .,1
Ireland does n't need arab scum like these .,1
You cant expect those poor underprivilidged blacks to have to put up with this cold weather .,1
that is absolutely * * * * ing unbelievable.they can just go route one now.no more messing about going through europe.in bongo land one minute jump on the plane and 5 hours later hop off the plane with the biggest negro smile and shout ASYLUM.i am totally depressed hearing this,1
I feel this is racist against whites !,0
Will they ever learn ??? 16,0
Watching those videos makes me feel like im going to explode with hatred for those creatures .,1
another coon giving out about Ireland and as if her opinion counts being second generation London jamican only means her mother was a filthy immigrant who waited till she got off the banana boat to give birth to her litter,1
Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .,1
I agree .,0
"If teachers have to focus extra attention on foreigners because they cannot speak English properly , it will be the indigenous Irish students who will suffer .",0
"To learn more , click here : www.jonasridgeway.com/tech2.html www.spiritual.com.au/astral.html www.astralweb.org www.near-death.com/experiences/cayce01.html www.astralvoyage.com/projection/index.html It would be pretty cool for teachers to tell White kids they go out-of-body every night .",0
Save Ireland has a job he works for MSI are you saying their is a more important job than trying to stop the Immigration invasion into Ireland ?,1
This filth is a sectarian British song not an Irish folk song the sort of scum who wrote and admire this filth have no place on a WN forum yet alone an Irish forum,1
"Do they expect us to go out and welcome these leeches on our society with open arms. they should give them zyklon b for lunch , thad would help the suitation !!!",1
Blacks have shown as they are able to survive all year round sitting on their arse waiting for comic relief .,1
Beware of the falling house prices that Negroes bring with them ( another reason why you 'll never find them living near politicans ) .,1
"Being a smaller country , Ireland will quicker fill up with ethnic scum .",1
The worst thing about the present immigration is that it 's spread all over the country .,1
"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .",1
One the Chinese get there teeth into a country that s it they take over .,1
I now only go into the city when i have to and i had to yesterday and I could not belive what has happend in there .I think i must have seen every peice of dirt from every corner of the globe in there it was horrible .,1
Islam is a false religion however unlike some other false religions it is crude and appeals to crude people such as arabs .,1
The only way to stop it and its followers from spreading is to join a White unity organization and not support democracy by not voting .,1
"Glad it made news your way the truth must be told but have you noticed it says it is not a racist attack , Oh but we all know the story shall it of been some poor black bastard bashed to near death in Dublin eh",1
Typical i suppose in the eyes of the law he is just another tourist beaten on sydneys streets oh yeah and we all know if it was a poor black fella bashed it would be on the news for weeks on end and mr whitey would be branded a big bad evil racist,1
Mass white immigration is Ireland 's current scourge and should be slashed by 95-97 % ..,1
There are few places nowadays where there is freedom of speech so you 'll enjoy posting here !,0
"Ever notice the way the mechanisations of the state , always side with their anti-fascist NWO goffers ?",0
To think that such a great Christian nation as Ireland has an Islamic Foundation is sickening .,1
http://www.righttomarch.com/,0
"i have no problem eating foreign food , what i have a problem is is handing over my money to foreigners. there is no reason you should hate any foods just beacuse some other race found out a nice way to prepare it .",0
I didnt know that bar was owned by a negro i will make sure i will never set foot in their again i was in their once !!!,1
Quite the opposite in fact .,0
"yeah but you live in a big country , N. Ireland is quite small yet large numbers of the scum are invading these shores every day",1
Has it gone or can I just not find it ?,0
I would' nt even consider these knackers/pykies as Irish as they have no respect for their race or loyalty to Ireland and should be put down like the dogs they are .,1
i SEE UTV DID NOT POST MY COMMENTS TYPICAL SPREAD THE WORD THROUGHOUT IRELAND RUN THESE INVADERS OUT GO HOME AFGANIES WOULD YOU SEE US DOING THIS IN YOUR COUNTRY ??????????????????????????????????????????? ??,1
"I registered to make comment but there appear to have a critical error , o dear .",1
"They sound so naive , when will they learn that these people do not want to intergrate just accumulate .",1
Wiggah 's are created when they ca n't import the genuine black .,0
another article on the mail today on their side bet you they will be allowed to stay think of the money that these people soak off the irish people madness www.faem.com,1
Seen some girl about 6 years old begging on grafton street once and we were coming out of a shop a few mins later when her father pulls up in a decent car. scum. the lot of them .,1
11000 euro !?! * * * * ing scum ! i wonder if anyone would get anything if they set themselves up in a polish area and started begging. they would probably get a * * * * ing beating .,1
i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,1
"Most of them dont even work , but I have no doubt that some of them will be pushed into high positions in society .",1
"The rag-heads dont have the numbers to kick off in Ireland yet , but when they do , you will know all about it .",1
i feel sorry for her if one of her daughters did die but the harsh reality is she has no connection to ireland and she must go.as a mother it is her job to protect her children in Nigeria.every Nigerian who has a problem cant come running over here,1
The Church of Ireland Archbishop of Dublin has called for an amnesty for immigrants who have been in Ireland for five years or more without their status being resolved .,0
Don't take me wrong but a pig is a pig in any country and such is the actress who played the part on this show .,1
"https://www.stormfront.org/forum/show...t+20867&page=9 Just go to my post further down the page , Drug dealing , Murdering , Racemixing , Zionist/Masonic scumbags The last picture of the black orangemen , f * ckin hell i nearly split my sides laughing",1
"that is the sadest news i have ever heard in my entire life , ireland not a white country. its like saying the world is ending",1
"Boy, those same blacks get awful mad when you have a sign saying `` No to a black Africa '' , then it becomes wrong .",1
Truly sad ...,0
Every day they erase more of our past .,0
35109,0
"Thanks for your support commando 88 , pm me and we will talk .",0
"Thankfully, the C.W. Camp-Out will go ahead this year .",0
Is this true ?,0
Most White Western Women have the racial sense of a cabbage .,1
"God only knows , these people have no respect for ANYTHING not even their own .",1
I know a non white who got 5 A 's and 4 B 's but he robably cheated 2508,1
All para-militaries are just criminal scum !!!!,1
So now Stormfront Ireland is solely responsible for all racist attacks in Ireland. lol Ted is right this is the work of the Kikes those * * * * ers are never happy .,1
Make sure you have a security team for Justin Barrett whenever he speaks in public in case the unwashed scum try anything again .,0
"You 're treading on very thin ice , jimmy .",0
"ive seen some very beautiful white women and nothing sickens me more than to see them pull up at the mall , grocery store , or gas station and think damn shes beautiful then to see her open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16",1
The thing that concerns me is that he got a house off the council thats a house that a Irish family should have got .,1
These moslem filth hacked there heads off it took about 30 seconds !,1
"Thanks, ive actually found this to be a very warm and welcoming site , been reading for a few weeks now , thought id register .",0
Excellent idea .,0
"A few weeks ago i started looking into doing that and have got a few pictures and LOADS of mobile numbers so far , reds are just SO naive !",1
"I do n't have a problem with English working or living in Ireland , maybe it was your personality that was the problem .",0
"I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .",1
"Well atleast the guy was 64 years old , hopefully he 's too old to bear any half caste children with that Filipina woman .",1
"When I hear the term `` American '' , I think of yahoos who are every color of the rainbow and who start wars in the Middle East for Israel 's benefit .",1
www.natall.com,0
"Make a visit here , lad . .",0
Pakis asians and even jungle bunnies come in and * * * * starts getting weird .,1
I feel like I should pull out my passport when I want into walmart with all the * * * * ing pakis and * * * * in there,1
It's a shame that universities of Canada import black and brown people .,1
Most of the time they are quiets sheep who want to intergrate but their children makes a new generations of thugs and prostitute .,1
Most if not all of the whites at my school are complete race traitors,1
I would like too see white people get together and get us a white pride day,0
It has become unbearable and is seriously changing me as a person watching my country be decimated .,1
50 shades of brown,1
"Seriously Canada would have been better off if they left the pakis at home , im like you I do n't object to asians because they at least try to fit in .",1
Pakis are all about forcing their culture on us .,1
The easiest solution is to find a nice white girl and have at least two or more white children .,0
Looks like some Jews good broken into their car and garage I just had to laugh when saw this .,1
Police investigating hate crime at Toronto home | CTV Toronto News,0
"It would be far from the first time jews come up with a fake hate crimes and besides all they do in general , so they 're guilty until proven innocent .",1
Welcome to the fight .,0
One reason we moved out of our ( at one time 99 % white ) neighborhood was because massive numbers of Chinese moved in and i swear to you a literal rotten smell came with them .,1
Last thing we want is them moving off the reserves .,1
Seems like you cant get away from these parasites anymore its happening and getting worse everywhere .,1
"Im living in Burnaby , all i see is Chinamen everywhere ... what happened to the great colony built by the British Empire ?",1
ANTI WHITE WATCH,1
"I'm with you , Winnipeg has become a cesspool .",1
"I was beaten and robbed by two natives last year and over the last couple of years I have watched downtown turn into black , brown and yellow town. the food court at Portage place has started to remind me of the creature cantina from star wars .",1
Now I watch no TV at all .,0
"Explain to them this is wrong. send mass emails explaining the science behind it , and tell everyone not to breed with them .",1
Check out the link in my sig brother .,0
I wish it would come back,0
"So I guess you 'll just have to go to the Canadian Prime Minister and ask him to declare you Emperor and step down , or something ?",0
"Go to any major retail mall , the Kitchener farmers market , etc , and its absolutely teeming with non whites ( asians , blacks , hispanics , muslims of all colours , and God knows what else ) and race mixers , and yes I hate to say this but from what I saw the other day many more white women doing the race mixing than white men .",1
I am reminded of a quote I heard from a fellow white nationalist said that you do not clean up a pile of * * * * while being in the middle of it .,1
"You forgot to add that they spread disease and their poor hygiene causes pest infestations , then there is rampant drug use and sexual assaulting white women and children .",1
Exactly if there was a network of devoted white nationalists across Canada there 's no knowing what we could actually accomplish .,0
FANTASTIC!!,0
not sure how we can be anti liberal when we have a prime minister who openly supports israel and sends them cards on their holiday 's laughing stock of the aryan race. not to mention they also openly support the sand people .,1
I try and avoid shops owned by.or employing non.whites too .,1
At least shop where a white is at the counter is my rule .,1
That's not even close to what he was doing .,0
We stopped and looked at each other like `` WTF ??!,0
Yeah but what you have to remember is that the jews are cunning and would probz slither their way out of it and justify their right to bare arms by use of the pro jew media and without a doubt the old holocaust excuse. our race would not be to blame most of us are brainwashed from a young age by T.V or schools its are job to wake them up comrade and defend them for we are fast becoming a minority in our own countries,1
Yeah they are buying a lot of houses around my area to probz so they can house there massive inbred family when they come over to the UK .,1
The gift that keeps giving .,0
put the kids in a ophanage and arrest the whore of a mother to a point of not having more biracial kids 8 kids have to suffer all their lives to due a whore,1
"The first two being the one that starts with ; `` When the discussion of race comes up , this one makes tempers flare like no other. * If a White person says they 're against interracial marriage , then that 's racist. * If a person of color says they 're against interracial marriage , then that 's protecting their culture and heritage . '' ?",0
"It only took Labour ten years to bring more immigrants * cough * invaders , here than had ever migrated here in the last 5 thousand years .",1
Perhaps this person would care to use the PM facility and let others know how happy he/she is to join WS .,0
A mate from school started talking about this group .,0
Protesting Catholic guilt mongering and intellectual deprivation is as worthy of mentioning as the protesting of institutionalized and indoctrinated White guilt from the Jewlords across the Apelantic .,1
"There's a place for Poles , it 's called Poland .",1
Just as there 's a place for Pakis called Pakistan and a place for Negro 's called Africa .,1
The attacks are coming from wankers who live in England maybe even born here and have little or no English ancestry and call themselves British .,1
"I have to admit I do n't think I 've ever met a Briton ??? and I am English , so you must know something that I do n't know ??? , good for you .",0
I base this post on the fact that I live a few hundred yards from the house I was born in and have never felt the desire to suck the milk from anything other than an English nipple .,0
Also i would have no problem if Spain sent back the hundreds of thousands of Brits back home we dont have a right to flood a country like that with our folk .,0
"They are no better than their daughters , they should have disowned them instead of parading a kid around town that looks nothing like them .",1
I have this vision of a left christian screeching ' the meek shall inherit the earth `` as a member of the peaceful religion goes a chopping .... humour .,0
Why would you want to see this pollution spread further into our gene pool ?,1
Thank the Gods she has chosen to go with her own kind .,1
I've never been to London but from what I 've heard it 's like spot the white man and every girl down there almost has a little niglet half breed .,1
"Liberals go on about diversity and how we all need it , but they have no problem with two completely different types of people blending together and being the same .",0
Sooner or later the black one will say `` mother * * * * er '' or `` madick '' .,1
"No I havent , none of them are in my area the nearest in over an hour away and the picture if them was posted almost three years ago .",0
"I hope you enjoy the celebrations as much as I did , remember people - Multiculturalism works Racism does n't Pakistani celebrating 20/20 jeet Tooting - YouTube",0
"The fact that she s casually announced this to the country functions as a make-shift IQ test right there . That s because of your reputation ; not your looks , love .",0
Can you please give the info on the facts of who the Celts were or direct to where the information is ?,0
I found out this morning that junior school kids are n't allowed to sing Bar Bar Black sheep anymore because it 's racist and might offend the coloured kids so they are being told to sing Bar Bar randow sheep ! whats next we 'll not be allowed to sing god save the queen .,0
New Supreme Court Justice Lord Dyson JC Article .,0
"Very easy Rebel Robbie , our bluebells have flowers which droop down , the Spanish variety have flowers that stick out horizontally , and yes they do cross very easily between species which is why people are asked to destroy the Spaniards before they wipe out our own bluebells .",0
I do n't think we want to throw them under a bus but they certainly are stealing our livelihoods and forcing up our rents and house prices .,1
Best thing to do is go along to a Blood and Honour gig.There is one in London in 2 weeks .,0
"These areas that you name are the preserve of the rich , you wont find a single white working class person living there.We might look down on blacks and pakis as scum and not want them living near us but the upper class feel exactly the same about us",1
Please comment .,0
"sounds just like leicester mate ... still what about our porr comrades that live in brighton , when there look out there window , there see the sight of 50 thousand queers there all strtting there * * * * on the street",1
These ' people ' are just scum .,1
Welcome to my Irish brothers I hope your posts on Irish politics are accepted here ; Ireland is a country I would like to learn more about .,0
We are far closer to being neanderthals than apes .,1
Neanderthals are classified either as a human species or a human subspecies based upon which scientist you 're talking to .,0
"They 're so close that many believe we interbred , you ca n't interbreed with a chimp .",1
Get one of these t-shirts for next time you see him : - Asatru Versand - Kein Islam in Europa - Das Christentum ist schlimm genug ( T-Shirt ) Kein Islam in Europa - Das Christentum ist schlimm genug ( T-Shir themd-kein-islam,1
Unfortunately our official greeter Evaline has n't been about for awhile so allow me to bid all of you who have recently joined our little band of brothers ( and sisters ) a warm welcome. max,0
I wonder if we 'll see any pictures of cops with garlands round their necks dancing with the natives this year ?,0
"I've never been a BNP supporter anyway , the party was doomed from the start .",0
These figures show that no one now could just talk about the need to restrict non-white immigration ( as the current government does ) ; large-scale repatriation of non-whites is absolutely essential .,1
We'll never give up ... The jews can keep trying opening our borders and sending their third world minions after the European people but WE WILL NEVER CAPITULATE ...,1
"Migrants living in fear after racist bomb attack on Poles - Northern Ireland , Local & National - Belfasttelegraph.co.uk They 're threatening to leave , we 're doomed !!!",1
Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,1
He use to run it a few year ago I use to run around with him and some other lads from London,0
Having recently traveled to London I was disgusted by how non-white the city had become .,1
There are London areas that could be described as nothing less than little islamic republics .,1
You will know it is a nightmare on day you wake up and you have a black muslim running your country .,1
I hope it gets the coverage it deserves and that white people need .,0
I wonder how they 'll paint them up plus the 1million or more illegals who are working in the service industry living in their bosses ' cupboards .,1
"Agree with the rest , the recent transfer window says everything , hundreds of millions spent on a few players .",0
"Hello Thomas & welcome to SFBritain Good to have another young lad on board .. have a look through the youth section , good info .",0
ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better',1
"Hi brothers and sisters , i live in wiltshire so if there is anyone else here from wiltshire let me know .",0
Thats where Baz Rutten and Ken Shamrock started before UFC 1 .,0
Hello to all my friends here on the forum .,0
There was not one white child amongst them .,0
"Well , the warm weather is coming in and guess what , I now have to painstakingly endure all the offspring of these immigrants , Africans , foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .",1
"There must have been about 10 of them , all black , and others coming in to join them .",0
i sort of understand where you are coming from but plenty of whites have sold us down the river so to speak although the jew is always in the background its very complicated will we ever find out the truth. somalians = scumalians !,1
This land was founded by whites for whites and I prefer to punish the symptom of urban decay rather than just its zowg figurehead .,1
Yes! hatred of the English is very real and it 's not going to get better any time soon .,0
We have too many foreigners in our country and i fear for the future of all English people .,1
When the populations are not seperated racial mixing occurs and that is genocide .,1
"Black father , White mother , half breed teenage son .",0
"All of the security guards i see are white but maybe , just maybe , i 'm blessed because no doubt these negro security guards abuse their power .",1
"I havent seen a white security gaurd for years.although i did see a black security gaurd chasing a lithuanian shoplifter a few weeks ago it was hilarious.i was waiting to cross the road when i saw this guy run from the shop with a bag full of meat and cheese , he got two steps out of the shop and tripped up the bag fell in the road with the shoplifter almost getting run over , he got straight up and run like the wind chased by security ( who failed to catch the thief )",0
"The UAF are just a bunch of middle class faggots , the EDL should steam into them every time they show up to counter a demonstration , they 'll soon run home to daddy .",1
the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers !,1
A British school where none of the students have English as their first language ?,0
"This is the last straw , how much more will damage Europe and Western civilization these Zionists ?",1
"Every time I see a black security guard they are either sat down or on the phone , they have no proffesionalism whatsoever .",1
"Yes, more homosexual degeneracy foisted upon the silent majority .",1
"WTF Well done liberals you have ethnically cleansed a 20,000 + yr old race of beautiful and unique white people from their own country This is a sick and vile crime I 'm crying when i look at those pictures i do n't care if you laugh and say it 's gay to cry because my people will no longer exist in 100yrs 20.000 yrs destroyed in 100 My beautiful race dying ! i do n't know what to do",1
London nowadays is more dangerous for tourists than Zimbabwe Like the above poster says do n't go to London just go someplace else that is much better like Bath or Stratford Upon Avon ( Shakespeare Birthplace ) Londonistan is a craphole,1
Look at this cultural incongruity from Plymouth . VIDEO : Plymouth celebrates St George 's Day with music and dancing in the streets | This is Plymouth,1
"I think the only connection homosexuality has to Christianity , in this country , is the large proportion of paedophiles being representatives of Christian churches .",1
Well you 're wishing for the majority of white people in Britain to have their children burn in front of them and watch their flesh melt off of their bodies .,0
Depending on which part of Scotland you 're going to I might have some bad news for you about the Kaffirs .,1
Welcome to SF Britain great white brit I must say the influx of new members so far this month is very good news .,0
Not to mention that they do n't belong here anyway .,1
"one is one too many , i bet all the white girls and wiggers go crazy for the young coon , whichever school you are in , wigggers outnumber metalheads or `` normal '' whites",1
im with you here I see it day in day out like everyone else its easy to sit back and watch but together we are strong and its good to be with like minded people,0
"London is a dead zone as far as anyone White is concerned , even Hertfordshire where it 's closest to London is turning brown .",1
I just realised how much anti Russian propaganda is on the internet in the last week or two .,0
Thank you .,0
"Liberals change the facts to fit their deluded narrative , intelligent people change the narrative to fit the facts .",1
Hiya i 'm new here and sick of watching my country become infected with the disease of multiculturalism .,1
Greeting Fellow Nationalist I and White Avenger and I have joined this Site to free our Great Contry of theColoured Invaders .,0
All we here an Stormfront Britain are saying is that MASS white immigration is detrimental to OUR nation for the reasons we have given time after time .,1
A good old bit of nostalgia from the days when there was hardly a blade of grass or a coon on the pitch .,1
Perhaps you would like to comment on the link below ?,0
